1,教工路23号,杭州庆丰,杭州市,6033ce336a0c71ebabed8053
2,孙权路209号,富阳大润发,杭州市,6033ce336a0c71ebabed8054
3,复兴路103号全季酒店一楼,杭州复兴,杭州市,6033ce336a0c71ebabed8055
4,余杭邱山大街477号,余杭交通大厦,杭州市,6033ce336a0c71ebabed8056
5,金华路与衢州街交叉口运河广场地下一层(区政府对面),杭州运河广场,杭州市,6033ce336a0c71ebabed8057
6,萧绍路和通惠路交叉口泰富广场一楼,萧山泰富早餐7:00供应,杭州市,6033ce336a0c71ebabed8058
7,浦沿镇浦沿路和滨文路交叉路口,杭州浦沿 ,杭州市,6033ce336a0c71ebabed8059
8,香积寺路17号TEL:85886212,香积寺路肯德基,杭州市,6033ce336a0c71ebabed805a
9,湖墅南路216-218号,杭州红石,杭州市,6033ce336a0c71ebabed805b
10,新塘路29-31号,新塘乐购,杭州市,6033ce336a0c71ebabed805c
11,下沙区4号大街15-2新美商场一楼,杭州阳光,杭州市,6033ce336a0c71ebabed805d
12,城站广场北二楼(自助售票处旁）,杭州城站,杭州市,6033ce336a0c71ebabed805e
13,萧山国际机场侯机楼一楼到达厅内,萧山机场,杭州市,6033ce336a0c71ebabed805f
14,临平藕花洲大街303号莱蒙商业中心,余杭莱蒙,杭州市,6033ce336a0c71ebabed8060
15,文三路478号华星时代广场C座一层,杭州文三,杭州市,6033ce336a0c71ebabed8061
16,体育场路430号,杭州万象,杭州市,6033ce336a0c71ebabed8062
17,杭海路878路金海商城一层,杭州九堡,杭州市,6033ce336a0c71ebabed8063
18,萧绍路香江大厦1-2楼,萧山香江,杭州市,6033ce336a0c71ebabed8064
19,秋涛北路248号华润超市1楼Tel 87114750,杭州秋涛,杭州市,6033ce336a0c71ebabed8065
20,龙山路126号,富阳龙山,杭州市,6033ce336a0c71ebabed8066
21,城厢镇拱秀路169号,萧山拱秀,杭州市,6033ce356a0c71ebabed8067
22,城站广场南二楼进站口肯德基,杭州火车站,杭州市,6033ce356a0c71ebabed8068
23,萧山区瓜沥镇东灵路34－36号,瓜沥航民,杭州市,6033ce356a0c71ebabed8069
24,朝晖路168-4，钛合广场一楼,杭州钛合,杭州市,6033ce356a0c71ebabed806a
25,经济技术开发区学林街99号福雷德广场,杭州福雷德,杭州市,6033ce356a0c71ebabed806b
26,西湖区转塘镇转塘江口大厦一楼,杭州转塘世纪联华餐厅,杭州市,6033ce356a0c71ebabed806c
27,半山路中联百货一楼 Tel88176495,半山中联,杭州市,6033ce356a0c71ebabed806d
28,余杭镇禹航路908号,余杭禹航,杭州市,6033ce356a0c71ebabed806e
29,太平门直街银泰百货一楼,庆春银泰,杭州市,6033ce356a0c71ebabed806f
30,留下大街107号,留下西溪,杭州市,6033ce356a0c71ebabed8070
31,桐君街道金堂山路128号大润发超一搂,桐庐大润发,杭州市,6033ce356a0c71ebabed8071
32,江南大道228号星光大道商业街一楼,杭州星光,杭州市,6033ce356a0c71ebabed8072
33,古墩路588号印象城二楼,古墩路印象城8:00供应早餐,杭州市,6033ce356a0c71ebabed8073
34,严州大道新安江街道毕家后,建德大润发,杭州市,6033ce356a0c71ebabed8074
35,东坡路8号（知味观边上）,杭州湖滨,杭州市,6033ce356a0c71ebabed8075
36,丁桥镇紫丁香街新城广场一楼肯德基,丁桥物美,杭州市,6033ce356a0c71ebabed8076
37,五常大道和天目山路交叉口，西溪印象城,西溪印象城SEL,杭州市,6033ce356a0c71ebabed8077
38,解放路249号（国货路和浣纱路交叉口）,杭州新解百,杭州市,6033ce356a0c71ebabed8078
39,富春路701号华润万象城地下1层B163,K PRO杭州万象城餐厅,杭州市,6033ce356a0c71ebabed8079
40,春秋北路271号玉长城商业广场,富阳玉长城,杭州市,6033ce356a0c71ebabed807a
41,湖墅南路488号,杭州信义坊,杭州市,6033ce376a0c71ebabed807b
42,汽车北站对面（月星家居一楼）,杭州北站,杭州市,6033ce376a0c71ebabed807c
43,景芳路与新塘路交汇处西南角新城时代广场一层,新塘世纪联华,杭州市,6033ce376a0c71ebabed807d
44,文三路345号,文三颐高（早餐6:00供应）,杭州市,6033ce376a0c71ebabed807e
45,富阳区新登镇新兴路51号,新登新兴,杭州市,6033ce376a0c71ebabed807f
46,武林广场29号杭州剧院南侧,杭州剧院,杭州市,6033ce376a0c71ebabed8080
47,经济开发区白杨街道4号大街505号星尚城项目一层,下沙星尚城,杭州市,6033ce376a0c71ebabed8081
48,锦城街道钱王大街855号,临安万华,杭州市,6033ce376a0c71ebabed8082
49,萧山恒隆广场一楼B座105号,萧山恒隆,杭州市,6033ce376a0c71ebabed8083
50,灵隐路38号,杭州灵隐,杭州市,6033ce376a0c71ebabed8084
51,莲花街333号莲花广场一楼,杭州莲花,杭州市,6033ce396a0c71ebabed8085
52,塘栖镇西石塘街45-50号,塘栖广济,杭州市,6033ce396a0c71ebabed8086
53,临浦镇峙山北路113号-115号,临浦峙山,杭州市,6033ce396a0c71ebabed8087
54,市心南路828号嘉富广场汇德隆购物中心,萧山汇德隆  早餐7:00,杭州市,6033ce396a0c71ebabed8088
55,朝晖路106号和平饭店1楼,杭州和平饭,杭州市,6033ce396a0c71ebabed8089
56,萧山国际机场T3到达厅一楼,萧山机场T3到达,杭州市,6033ce396a0c71ebabed808a
57,石桥路399号(杭玻路与石桥路交界口)大润发超市内一楼 Tel 85028156,杭州石桥大润发,杭州市,6033ce396a0c71ebabed808b
58,延安路595号,浙江大酒,杭州市,6033ce396a0c71ebabed808c
59,五常大道和天目山路交叉口西溪印象城BM层,杭州西溪印象城,杭州市,6033ce396a0c71ebabed808d
60,机场路371号物美超市一楼,杭州笕桥物美,杭州市,6033ce396a0c71ebabed808e
61,良渚街道莫干山路1509号一层1F014及二层2F007号商铺,杭州西田,杭州市,6033ce3b6a0c71ebabed808f
62,黄龙路5号恒励大厦1层,黄龙恒励大厦餐厅06:30早餐,杭州市,6033ce3b6a0c71ebabed8090
63,西湖文化广场C座8-1号,西湖文化广场,杭州市,6033ce3b6a0c71ebabed8091
64,新火车东站候车大厅隔层(西）B6检票口上方,杭州新东站,杭州市,6033ce3b6a0c71ebabed8092
65,西湖区北山街88号,岳王西湖一（07：30早餐供应）,杭州市,6033ce3b6a0c71ebabed8093
66,体育场路269号,杭州天水,杭州市,6033ce3b6a0c71ebabed8094
67,市心南路152号,萧山市心 ,杭州市,6033ce3b6a0c71ebabed8095
68,河东路138号,朝晖,杭州市,6033ce3b6a0c71ebabed8096
69,下城区庆春路70号,杭州庆春餐厅,杭州市,6033ce3b6a0c71ebabed8097
70,庆春东路57号,采荷,杭州市,6033ce3b6a0c71ebabed8098
71,德胜路34号,德胜,杭州市,6033ce3c6a0c71ebabed8099
72,江干区天成路86号城东衣之家百货一楼,天成,杭州市,6033ce3c6a0c71ebabed809a
73,文一路296号,文一,杭州市,6033ce3c6a0c71ebabed809b
74,大关路北侧欧尚超市,上塘,杭州市,6033ce3c6a0c71ebabed809c
75,临平北大街8号中都广场1楼,余杭中都,杭州市,6033ce3c6a0c71ebabed809d
76,萧山心中路392号金城广场,萧山万佳,杭州市,6033ce3c6a0c71ebabed809e
77,淳安千岛湖镇新安大街78号,千岛湖,杭州市,6033ce3c6a0c71ebabed809f
78,桂花西路86号世纪大厦一层,富阳春秋,杭州市,6033ce3c6a0c71ebabed80a0
79,临安区衣锦街448号,临安国贸,杭州市,6033ce3c6a0c71ebabed80a1
80,上城区江城路558号（世纪联华旁边）,江城餐厅,杭州市,6033ce3c6a0c71ebabed80a2
81,城中街640号广场花园1号楼肯德基餐厅,临安越华,杭州市,6033ce3c6a0c71ebabed80a3
82,文二西路2号世纪联华超市内,杭州华商,杭州市,6033ce3c6a0c71ebabed80a4
83,上城区解放路199号,杭州永安,杭州市,6033ce3c6a0c71ebabed80a5
84,文二西路551号西城广场一、二楼,杭州西城,杭州市,6033ce3c6a0c71ebabed80a6
85,北干街道育才北路518号大润发超1层,萧山大润发,杭州市,6033ce3c6a0c71ebabed80a7
86,临安市钱王大街409号,临安钱王,杭州市,6033ce3c6a0c71ebabed80a8
87,迎春南路555号米兰商厦一层,桐庐富春江,杭州市,6033ce3c6a0c71ebabed80a9
88,江晖路1266号1268号1270号,中赢国际,杭州市,6033ce3c6a0c71ebabed80aa
89,余杭经济开发区星河路61号,临平绿城蓝庭DT,杭州市,6033ce3c6a0c71ebabed80ab
90,登云路518号赛码楼A001号,杭州赛码DT08:00提供早餐,杭州市,6033ce3c6a0c71ebabed80ac
91,富春街道金桥北路1号1050号,富阳东方茂,杭州市,6033ce3d6a0c71ebabed80ad
92,新火车东站候车大厅隔层（东）25A检票口上方,杭州新东站2,杭州市,6033ce3d6a0c71ebabed80ae
93,萍水街333号新武林商业中心1楼,杭州萍水,杭州市,6033ce3d6a0c71ebabed80af
94,转塘镇转塘街道美院南路华润超市1楼,杭州转塘华润,杭州市,6033ce3d6a0c71ebabed80b0
95,闻堰镇万达中路与三江路交汇处物美超市一楼,闻堰物美,杭州市,6033ce3d6a0c71ebabed80b1
96,大江东区义蓬街道义蓬中路501号,义蓬购物中心DT,杭州市,6033ce3d6a0c71ebabed80b2
97,东新路822号中大银泰城2楼L214号商铺,杭州中大银泰,杭州市,6033ce3d6a0c71ebabed80b3
98,石祥路和杭行路交汇处杭行路666号万达广场2027B-2028商铺,杭州拱墅万达,杭州市,6033ce3d6a0c71ebabed80b4
99,经济技术开发区宝龙商业中心3号楼1F-017，2F-016-B,下沙宝龙,杭州市,6033ce3d6a0c71ebabed80b5
100,义蓬镇英冠天地华润万家一楼,义蓬乐购,杭州市,6033ce3d6a0c71ebabed80b6
101,经济技术开发区2号大街993号,下沙和达城,杭州市,6033ce3e6a0c71ebabed80b7
102,东站到达层(负1楼)东广场,东站东广场餐厅,杭州市,6033ce3e6a0c71ebabed80b8
103,厚仁路313号,杭州三墩厚仁,杭州市,6033ce3e6a0c71ebabed80b9
104,下沙金沙大道560号龙湖金沙天街B1-012,下沙龙湖,杭州市,6033ce3e6a0c71ebabed80ba
105,拱墅区上塘路458号水晶城,杭州水晶城 ,杭州市,6033ce3e6a0c71ebabed80bb
106,杭新景高速公路（杭千高速）桐庐服务区南区一层,桐庐服务区南,杭州市,6033ce3e6a0c71ebabed80bc
107,杭新景高速公路（杭千高速）桐庐服务区北区一层,桐庐服务区北,杭州市,6033ce3e6a0c71ebabed80bd
108,良渚街道古敦路1888号永旺梦乐城一层NO163,良渚永旺,杭州市,6033ce3e6a0c71ebabed80be
109,乔司街道永和村博卡路16号,乔司物美,杭州市,6033ce3e6a0c71ebabed80bf
110,武林路209号,杭州武林服饰城,杭州市,6033ce3e6a0c71ebabed80c0
111,航海路98-108号二楼,杭州四季青餐厅,杭州市,6033ce3f6a0c71ebabed80c1
112,延安路1号,杭州吴山餐厅,杭州市,6033ce3f6a0c71ebabed80c2
113,机场路一巷9号  Tel 86767813,天城国际,杭州市,6033ce3f6a0c71ebabed80c3
114,九龙大道398号,富阳九龙DT,杭州市,6033ce3f6a0c71ebabed80c4
115,盛德广场,建德太平洋,杭州市,6033ce3f6a0c71ebabed80c5
116,江南大道与火炬大道交叉口滨盛路3867号,杭州滨江宝龙,杭州市,6033ce3f6a0c71ebabed80c6
117,民心路228号来福士广场B1-09,杭州来福士,杭州市,6033ce3f6a0c71ebabed80c7
118,荷禹路与北沙西路交汇处西南侧110米,临平万宝城,杭州市,6033ce3f6a0c71ebabed80c8
119,凤起地铁C5口肯德基早餐07:00开始,杭州凤起地铁站餐厅,杭州市,6033ce3f6a0c71ebabed80c9
120,西溪路556号,杭州蚂蚁金服,杭州市,6033ce3f6a0c71ebabed80ca
121,五常街道高教路647号赛银国际广场（高教路与电子路交叉口）,杭州高教DT,杭州市,6033ce406a0c71ebabed80cb
122,大关路58号远洋乐堤港负一楼,杭州远洋,杭州市,6033ce406a0c71ebabed80cc
123,临平运河街道东湖北路万悦城,临平万悦,杭州市,6033ce406a0c71ebabed80cd
124,九堡镇九沙大道399号地铁东城广场1楼106号商铺,杭州九堡东城广场,杭州市,6033ce406a0c71ebabed80ce
125,富春路市民中心H座1层,市民中心1号,杭州市,6033ce406a0c71ebabed80cf
126,良渚街道古墩路1333号金渡北路北金地广场B1层商铺号FB110,金地广场,杭州市,6033ce406a0c71ebabed80d0
127,杭新景高速公路(杭千高速)建德服务区北区一层,建德服务区北,杭州市,6033ce406a0c71ebabed80d1
128,杭新景高速公路（杭千高速）建德服务区南区一层,建德服务区南,杭州市,6033ce406a0c71ebabed80d2
129,江南大道与江汉路1515号龙湖天街4楼39-41号,滨江龙湖,杭州市,6033ce406a0c71ebabed80d3
130,长河街道江汉路1515号江南天街商业中心1幢B1楼07A,滨江龙湖甜品站,杭州市,6033ce406a0c71ebabed80d4
131,双龙街西溪银泰城地下一层商铺BF052-054号,杭州西溪银泰城,杭州市,6033ce416a0c71ebabed80d5
132,双龙街88号西溪银泰城3F032A,西溪银泰城肯德基甜品站,杭州市,6033ce416a0c71ebabed80d6
133,富阳市江滨东大道889号首创奥特莱斯F1层F1-A30号商铺,杭州富阳首创奥莱(餐厅已开宅急送),杭州市,6033ce416a0c71ebabed80d7
134,杭金衢高速萧山服务区东区-回杭州方向,萧山服务区东区,杭州市,6033ce416a0c71ebabed80d8
135,萧山国际机场T2航站楼出发层,萧山机场T2,杭州市,6033ce416a0c71ebabed80d9
136,萧山服务区西区（往金华方向）浦阳低湖朱,萧山服务区西区,杭州市,6033ce416a0c71ebabed80da
137,振华路294-2、296-2号一层,西湖科技园,杭州市,6033ce416a0c71ebabed80db
138,仓前街道仓兴街1号12幢12-1商铺一层,杭州梦想小镇,杭州市,6033ce416a0c71ebabed80dc
139,朝晖路编号2164号公共自行车服务亭,杭州钛合自行车岗亭甜品站,杭州市,6033ce416a0c71ebabed80dd
140,延安路292号一层,工联平海路,杭州市,6033ce416a0c71ebabed80de
141,富阳市新登镇共和村登城北路正和新天地商业中心一层69.7-10号，1.003-0,新登富春港,杭州市,6033ce416a0c71ebabed80df
142,江干区四季青街道钱江地铁站商业空间A7号商铺,钱江地铁站外卖点,杭州市,6033ce416a0c71ebabed80e0
143,瓶窑镇瓶仓大道2号,瓶窑嘉凯城,杭州市,6033ce416a0c71ebabed80e1
144,江干区新风路260号,杭州东站新风广场,杭州市,6033ce416a0c71ebabed80e2
145,"五常街道向往街368号1幢乐时城1层104号铺,2层204号铺",杭州乐时城,杭州市,6033ce416a0c71ebabed80e3
146,余杭区临平新城世纪大道迎宾路交汇处临平银泰城地下一层B143/b144,临平银泰城,杭州市,6033ce416a0c71ebabed80e4
147,江干区江干科技园区内新禾联创公园14号楼一层103商铺,九堡联创,杭州市,6033ce416a0c71ebabed80e5
148,五常街道五常大道153号乐天城6幢,杭州乐天城DT,杭州市,6033ce416a0c71ebabed80e6
149,余杭区南苑街道乔莫东路285号1幢1层117号商铺,翁梅绿地,杭州市,6033ce416a0c71ebabed80e7
150,东洲街道江滨东大道889号首创奥特莱斯F1层F1-B-DJ-6号商铺,富阳首创奥莱甜品站,杭州市,6033ce416a0c71ebabed80e8
151,文二西路808号西溪壹号808号创意商务中心一楼3号商铺,西溪壹号,杭州市,6033ce446a0c71ebabed80e9
152,萧山区北干街道金城路927号杭州万象汇L4层L429商铺,杭州万象汇精选,杭州市,6033ce446a0c71ebabed80ea
153,滨江区浦沿街道江南大道4756号世融商业中心招商运营部,滨江之西湖,杭州市,6033ce446a0c71ebabed80eb
154,滨江区浦沿街道江南大道4756号世融商业中心招商运营部,滨江之西湖,杭州市,6033ce446a0c71ebabed80ec
155,下城区庆春路编号2107号公共自行车服务亭,杭州庆春自行车岗亭甜品站,杭州市,6033ce446a0c71ebabed80ed
156,余杭街道文一西路1818-9幢,杭州人工智能,杭州市,6033ce446a0c71ebabed80ee
157,双龙路88号西溪银泰城2层011-11,西溪银泰甜品站2,杭州市,6033ce446a0c71ebabed80ef
158,西湖区西溪天堂国际旅游综合体,西溪天堂,杭州市,6033ce446a0c71ebabed80f0
159,解放路湖滨in77C3区B1F,湖滨in77,杭州市,6033ce446a0c71ebabed80f1
160,临安区青山湖街道大园路1155号青山湖科技城创业广场一层1-003商铺,青山湖科技园,杭州市,6033ce446a0c71ebabed80f2
161,萧山区临浦镇潮人汇商厦102室至129室，219室，221室一层,临浦风情大道DT,杭州市,6033ce446a0c71ebabed80f3
162,千岛湖高铁站出发层1F-08,千岛湖高铁站,杭州市,6033ce446a0c71ebabed80f4
163,钱江世纪公园A区10幢3号商铺,萧山钱江世纪公园,杭州市,6033ce446a0c71ebabed80f5
164,锦城街道城中街钱王财富中心一层1-09铺位,临安财富,杭州市,6033ce446a0c71ebabed80f6
165,瓜沥镇七彩城2幢一层101、103号以及光华路373、375、377号商铺,瓜沥七彩小镇,杭州市,6033ce446a0c71ebabed80f7
166,火车东站枢纽西广场地下一层到达层北侧商铺号为A24和A24-1,杭州东站西广场,杭州市,6033ce446a0c71ebabed80f8
167,南苑街道余之城2幢101室154单元房屋,临平余之城,杭州市,6033ce446a0c71ebabed80f9
168,西兴街道与物联网街交叉口西北角 新郡大厦3号楼1F,滨江海威,杭州市,6033ce446a0c71ebabed80fa
169,杭州天目山路518号西溪湿地周家村入口售票处旁,西溪周家村,杭州市,6033ce446a0c71ebabed80fb
170,西湖区文二西路777号西溪湿地二期C28-28,西溪福堤,杭州市,6033ce446a0c71ebabed80fc
171,江干区金沙大道97号B1-17号商铺,杭州金沙印象城,杭州市,6033ce456a0c71ebabed80fd
172,小河路672、674号一层,中童巴比尼,杭州市,6033ce456a0c71ebabed80fe
173,余杭街道文一西路1888号,余杭万达,杭州市,6033ce456a0c71ebabed80ff
174,九星里1号-2号,杭州东坡路,杭州市,6033ce456a0c71ebabed8100
175,富阳市富春街道北环路6号、8号、10号、12号商铺,富阳新天地,杭州市,6033ce456a0c71ebabed8101
176,中山南路77号尚城利星1157广场1层168号铺位,利星尚城,杭州市,6033ce456a0c71ebabed8102
177,南苑街道余之城2幢101室103单元房屋,临平余之城甜品站,杭州市,6033ce456a0c71ebabed8103
178,乐堤汇商业中心3层,杭州远洋甜品站,杭州市,6033ce456a0c71ebabed8104
179,江干区环站东路与鸿泰路交叉口东北角4号楼1-011号,杭州之翼,杭州市,6033ce456a0c71ebabed8105
180,良渚街道劝学荟B1层,良渚劝学荟 09：30-23:00,杭州市,6033ce456a0c71ebabed8106
181,江干区江干区四季青街道解放东路8号砂之船奥特莱斯人马街030号,杭州砂之船奥莱,杭州市,6033ce456a0c71ebabed8107
182,余杭区余杭区余杭塘路2318号杭州师范大学仓前校区恕园5号楼一层1号铺,杭州师范大学,杭州市,6033ce456a0c71ebabed8108
183,新天地活力PARK星光文化广场A栋1层,杭州新天地,杭州市,6033ce456a0c71ebabed8109
184,新天地活力PARK星光文化广场A栋1层,杭州新天地KPRO,杭州市,6033ce456a0c71ebabed810a
185,滨江区长河街道滨盛路1766号101室星光大道二期四楼L421商铺,星光大道甜品站,杭州市,6033ce456a0c71ebabed810b
186,临安市锦北街道白湖畈地块之宝龙广场商铺号M-F1-001,临安宝龙,杭州市,6033ce456a0c71ebabed810c
187,临安市锦北街道白湖畈地块之宝龙广场商铺号M-F3-016-1,临安宝龙甜品站,杭州市,6033ce456a0c71ebabed810d
188,北干街道博学路610号科技创新中心C楼一层商业区07室商铺,萧山市民中心,杭州市,6033ce456a0c71ebabed810e
189,余杭区五常大道荆长路601号北大资源博雅城,杭州博雅城,杭州市,6033ce456a0c71ebabed810f
190,西兴路2333号星澜大厦4幢一层119、120,杭州星澜,杭州市,6033ce456a0c71ebabed8110
191,三墩镇古墩路1009号龙湖紫荆天街五层,紫荆龙湖甜品站,杭州市,6033ce476a0c71ebabed8111
192,三墩镇古墩路1009号负一层,紫荆龙湖,杭州市,6033ce476a0c71ebabed8112
193,余杭区余杭区良渚街道大乐汇中心3幢101室金地广场4F商铺404号,金地广场独立甜品站,杭州市,6033ce476a0c71ebabed8113
194,千岛湖镇新安大街125号千岛湖银泰城一层,千岛湖银泰,杭州市,6033ce476a0c71ebabed8114
195,良渚街道杭行金座1幢负一层013B号,万科杭行道甜品站,杭州市,6033ce476a0c71ebabed8115
196,良渚街道祥运路325号327号 良渚街道杭,万科杭行道,杭州市,6033ce476a0c71ebabed8116
197,蒋村街道余杭塘路1001号龙湖西溪天街负一层B1-20,西溪龙湖,杭州市,6033ce476a0c71ebabed8117
198,蒋村街道余杭塘路1001号龙湖西溪天街3F-19b,西溪龙湖品站,杭州市,6033ce476a0c71ebabed8118
199,萧山区市心中路268号银隆百货B座地上第一层B125B126号商铺,萧山银隆百货 早餐7：30开始,杭州市,6033ce476a0c71ebabed8119
200,闲林街道闲富中路216号、218号、220号,闲林城市家园,杭州市,6033ce476a0c71ebabed811a
201,新街镇融创印时代商场：1002号商铺一层。枫香路351、353、355、357号商铺以及戚枫西路306号100。,新街印时代85086107,杭州市,6033ce486a0c71ebabed811b
202,半山路87号一层TEL0571-86821807,半山城北大厦,杭州市,6033ce486a0c71ebabed811c
203,临浦镇人民路7号物美一层,临浦物美,杭州市,6033ce486a0c71ebabed811d
204,县城梅林路324号一层,桐庐美丽春天,杭州市,6033ce486a0c71ebabed811e
205,庆春路65号银江宾馆一楼1-2号商铺和二楼2-2号商铺,杭州银江宾馆,杭州市,6033ce486a0c71ebabed811f
206,余杭区余杭区仓前街道舒心路359号正元智慧大厦B座102室,杭州正元智慧,杭州市,6033ce486a0c71ebabed8120
207,绿地运河商务中心一楼肯德基 TEL：87169390,杭州绿地中央广场,杭州市,6033ce486a0c71ebabed8121
208,宁围街道博地时代大厦3幢-1层,萧山博地中心,杭州市,6033ce486a0c71ebabed8122
209,祥符街道萍水街299号萍水太合商业中心4号楼1层102号一层,杭州萍水太合,杭州市,6033ce486a0c71ebabed8123
210,城厢街道湖头陈区块金湖艺境城12号楼,湘湖都会艺境(早餐7点提供),杭州市,6033ce486a0c71ebabed8124
211,富阳市鹿山街道依江路488号、492号山水国际中心广场101号商铺,富阳山水国际,杭州市,6033ce496a0c71ebabed8125
212,转塘科技经济区块16号（中大银座）2幢一层,云栖小镇(餐厅早餐8:00供应）,杭州市,6033ce496a0c71ebabed8126
213,留和路288号浙江工业大学屏峰校区家和食堂一号档口,浙工大屏峰校区甜品站,杭州市,6033ce496a0c71ebabed8127
214,留和路288号浙江工业大学屏峰校区家和食堂附属楼一层及家和食堂,浙工大屏峰校区,杭州市,6033ce496a0c71ebabed8128
215,星桥北路56号2幢,临平星桥,杭州市,6033ce496a0c71ebabed8129
216,钱江国际时代广场2幢102、103室,杭州钱江时代广场,杭州市,6033ce496a0c71ebabed812a
217,-128一层杭州经济技术开发区白杨街道文淙北路和水云街东南角晓春城18幢圈圈里商业1F,下沙金地,杭州市,6033ce496a0c71ebabed812b
218,良渚街道古墩路1888号,良渚永旺三楼独立甜品站,杭州市,6033ce496a0c71ebabed812c
219,文一西路与水城北路交汇处东北的欧美金融城,杭州欧美金融城,杭州市,6033ce496a0c71ebabed812d
220,五常街道未尚名府,杭州未名府,杭州市,6033ce496a0c71ebabed812e
221,胜霞金座101室,杭州胜利河,杭州市,6033ce4b6a0c71ebabed812f
222,良渚街道莫干山路1513号,杭州西田独立甜品站,杭州市,6033ce4b6a0c71ebabed8130
